,Unnamed: 0,Date,Hour,Dew_Point,Derece,Yükseklik Ölçer,Rüzgar Hızı,Görünürlük,Year,Month,Day,Bulut,Yeni_Bulut
685,685,2019-02-27,02:20,2.0,5,1013,3.7,"10,00",2019,2,27,Çok bulutlu,2
686,686,2019-02-27,04:20,2.0,5,1013,9.26,"10,00",2019,2,27,Çok bulutlu,2
688,688,2019-02-27,08:20,1.0,5,1013,14.8,"10,00",2019,2,27,Çok bulutlu,2
691,691,2019-02-27,14:20,2.0,4,1016,27.8,"7,00",2019,2,27,Çok bulutlu,2
692,692,2019-02-27,16:20,2.0,5,1016,25.9,"7,00",2019,2,27,Çok bulutlu,2
694,694,2019-02-27,20:20,1.0,6,1018,22.2,"10,00",2019,2,27,Çok bulutlu,2
695,695,2019-02-27,22:20,1.0,5,1018,27.8,"10,00",2019,2,27,Çok bulutlu,2
697,697,2019-02-28,02:20,1.0,5,1017,9.26,"10,00",2019,2,28,Çok bulutlu,2
698,698,2019-02-28,04:20,1.0,4,1017,16.7,"10,00",2019,2,28,Çok bulutlu,2
700,700,2019-02-28,08:20,-1.0,4,1017,18.5,"10,00",2019,2,28,Çok bulutlu,2
701,701,2019-02-28,10:20,-2.0,5,1017,13.0,"10,00",2019,2,28,Çok bulutlu,2
703,703,2019-02-28,14:20,0.0,8,1016,20.4,"10,00",2019,2,28,Bulut Tavanı ve Görüş Temiz,1
704,704,2019-02-28,16:20,1.0,8,1015,22.2,"10,00",2019,2,28,Bulut Tavanı ve Görüş Temiz,1
706,706,2019-02-28,20:20,3.0,8,1013,24.1,"10,00",2019,2,28,Bulut Tavanı ve Görüş Temiz,1
707,707,2019-02-28,22:20,4.0,8,1012,25.9,"10,00",2019,2,28,Bulut Tavanı ve Görüş Temiz,1
709,709,2019-03-01,02:20,4.0,8,1011,20.4,"10,00",2019,3,1,Bulut Tavanı ve Görüş Temiz,1
710,710,2019-03-01,04:20,4.0,8,1010,16.7,"10,00",2019,3,1,Bulut Tavanı ve Görüş Temiz,1
712,712,2019-03-01,08:20,4.0,8,1010,20.4,"10,00",2019,3,1,Bulut Tavanı ve Görüş Temiz,1
713,713,2019-03-01,10:20,5.0,10,1010,29.6,"10,00",2019,3,1,Bulut Tavanı ve Görüş Temiz,1
715,715,2019-03-01,14:20,6.0,12,1009,11.1,"10,00",2019,3,1,Bulut Tavanı ve Görüş Temiz,1
716,716,2019-03-01,16:20,6.0,13,1009,7.41,"10,00",2019,3,1,Bulut Tavanı ve Görüş Temiz,1
718,718,2019-03-01,20:20,7.0,11,1008,7.41,"10,00",2019,3,1,Bulut Tavanı ve Görüş Temiz,1
719,719,2019-03-01,22:20,6.0,11,1008,9.26,"10,00",2019,3,1,Bulut Tavanı ve Görüş Temiz,1
721,721,2019-03-02,02:20,7.0,10,1009,11.1,"10,00",2019,3,2,Bulut Tavanı ve Görüş Temiz,1
722,722,2019-03-02,04:20,7.0,9,1008,14.8,"10,00",2019,3,2,Bulut Tavanı ve Görüş Temiz,1
724,724,2019-03-02,08:20,7.0,9,1009,9.26,"10,00",2019,3,2,Bulut Tavanı ve Görüş Temiz,1
725,725,2019-03-02,10:20,8.0,10,1009,16.7,"10,00",2019,3,2,Bulut Tavanı ve Görüş Temiz,1
727,727,2019-03-02,14:20,7.0,13,1010,13.0,"10,00",2019,3,2,Çok bulutlu,2
728,728,2019-03-02,16:20,5.0,10,1011,27.8,"10,00",2019,3,2,Çok bulutlu,2
730,730,2019-03-02,20:20,5.0,8,1014,27.8,"10,00",2019,3,2,Çok bulutlu,2
731,731,2019-03-02,22:20,4.0,7,1015,24.1,"10,00",2019,3,2,Çok bulutlu,2
733,733,2019-03-03,02:20,3.0,7,1016,24.1,"10,00",2019,3,3,Çok bulutlu,2
734,734,2019-03-03,04:20,2.0,6,1017,22.2,"10,00",2019,3,3,Çok bulutlu,2
736,736,2019-03-03,08:20,0.0,6,1018,18.5,"10,00",2019,3,3,Bulut Tavanı ve Görüş Temiz,1
737,737,2019-03-03,10:20,-1.0,7,1019,24.1,"10,00",2019,3,3,Bulut Tavanı ve Görüş Temiz,1
739,739,2019-03-03,14:20,-3.0,9,1019,16.7,"10,00",2019,3,3,Bulut Tavanı ve Görüş Temiz,1
740,740,2019-03-03,16:20,-3.0,9,1019,16.7,"10,00",2019,3,3,Bulut Tavanı ve Görüş Temiz,1
742,742,2019-03-03,20:20,-3.0,7,1020,20.4,"10,00",2019,3,3,Bulut Tavanı ve Görüş Temiz,1
743,743,2019-03-03,22:20,-2.0,6,1020,16.7,"10,00",2019,3,3,Bulut Tavanı ve Görüş Temiz,1
745,745,2019-03-04,02:20,-3.0,4,1019,11.1,"10,00",2019,3,4,Bulut Tavanı ve Görüş Temiz,1
746,746,2019-03-04,04:20,-3.0,4,1019,9.26,"10,00",2019,3,4,Bulut Tavanı ve Görüş Temiz,1
748,748,2019-03-04,08:20,-2.0,2,1019,9.26,"10,00",2019,3,4,Bulut Tavanı ve Görüş Temiz,1
749,749,2019-03-04,10:20,-1.0,7,1019,7.41,"10,00",2019,3,4,Bulut Tavanı ve Görüş Temiz,1
751,751,2019-03-04,14:20,1.0,7,1018,13.0,"10,00",2019,3,4,Bulut Tavanı ve Görüş Temiz,1
752,752,2019-03-04,16:20,1.0,8,1017,14.8,"10,00",2019,3,4,Bulut Tavanı ve Görüş Temiz,1
754,754,2019-03-04,20:20,1.0,6,1016,7.41,"10,00",2019,3,4,Bulut Tavanı ve Görüş Temiz,1
755,755,2019-03-04,22:20,2.0,7,1016,7.41,"10,00",2019,3,4,Bulut Tavanı ve Görüş Temiz,1
757,757,2019-03-05,02:20,1.0,7,1015,5.56,"10,00",2019,3,5,Bulut Tavanı ve Görüş Temiz,1
758,758,2019-03-05,04:20,2.0,7,1014,14.8,"10,00",2019,3,5,Bulut Tavanı ve Görüş Temiz,1
760,760,2019-03-05,08:20,2.0,8,1014,22.2,"10,00",2019,3,5,Bulut Tavanı ve Görüş Temiz,1
761,761,2019-03-05,10:20,3.0,10,1015,24.1,"10,00",2019,3,5,Bulut Tavanı ve Görüş Temiz,1
763,763,2019-03-05,14:20,5.0,12,1014,14.8,"10,00",2019,3,5,Bulut Tavanı ve Görüş Temiz,1
764,764,2019-03-05,16:20,4.0,15,1013,14.8,"10,00",2019,3,5,Bulut Tavanı ve Görüş Temiz,1
766,766,2019-03-05,20:20,5.0,12,1015,14.8,"10,00",2019,3,5,Bulut Tavanı ve Görüş Temiz,1
767,767,2019-03-05,22:20,5.0,10,1016,11.1,"10,00",2019,3,5,Bulut Tavanı ve Görüş Temiz,1
769,769,2019-03-06,02:20,5.0,11,1016,9.26,"10,00",2019,3,6,Bulut Tavanı ve Görüş Temiz,1
770,770,2019-03-06,04:20,5.0,10,1017,5.56,"10,00",2019,3,6,Bulut Tavanı ve Görüş Temiz,1
772,772,2019-03-06,08:20,6.0,11,1018,7.41,"10,00",2019,3,6,Çok bulutlu,2
773,773,2019-03-06,10:20,8.0,10,1019,7.41,"6,00",2019,3,6,Çok bulutlu,2
775,775,2019-03-06,14:20,8.0,13,1018,7.41,"10,00",2019,3,6,Çok bulutlu,2
776,776,2019-03-06,16:20,8.0,14,1018,14.8,"10,00",2019,3,6,Çok bulutlu,2
778,778,2019-03-06,20:20,9.0,12,1020,9.26,"10,00",2019,3,6,Çok bulutlu,2
779,779,2019-03-06,22:20,7.0,13,1021,18.5,"10,00",2019,3,6,Çok bulutlu,2
781,781,2019-03-07,02:20,5.0,11,1024,5.56,"10,00",2019,3,7,Bulut Tavanı ve Görüş Temiz,1
782,782,2019-03-07,04:20,4.0,6,1024,11.1,"10,00",2019,3,7,Bulut Tavanı ve Görüş Temiz,1
784,784,2019-03-07,08:20,4.0,10,1025,16.7,"10,00",2019,3,7,Bulut Tavanı ve Görüş Temiz,1
785,785,2019-03-07,10:20,5.0,12,1026,14.8,"10,00",2019,3,7,Bulut Tavanı ve Görüş Temiz,1
787,787,2019-03-07,14:20,-2.0,16,1025,9.26,"10,00",2019,3,7,Bulut Tavanı ve Görüş Temiz,1
788,788,2019-03-07,16:20,-7.0,17,1024,7.41,"10,00",2019,3,7,Bulut Tavanı ve Görüş Temiz,1
790,790,2019-03-07,20:20,-3.0,13,1023,9.26,"10,00",2019,3,7,Bulut Tavanı ve Görüş Temiz,1
791,791,2019-03-07,22:20,-2.0,14,1023,11.1,"10,00",2019,3,7,Bulut Tavanı ve Görüş Temiz,1
793,793,2019-03-08,02:20,3.0,12,1023,7.41,"10,00",2019,3,8,Bulut Tavanı ve Görüş Temiz,1
794,794,2019-03-08,04:20,4.0,10,1022,9.26,"10,00",2019,3,8,Bulut Tavanı ve Görüş Temiz,1
796,796,2019-03-08,08:20,4.0,11,1023,5.56,"10,00",2019,3,8,Bulut Tavanı ve Görüş Temiz,1
797,797,2019-03-08,10:20,1.0,14,1023,14.8,"10,00",2019,3,8,Bulut Tavanı ve Görüş Temiz,1
799,799,2019-03-08,14:20,4.0,17,1022,9.26,"10,00",2019,3,8,Bulut Tavanı ve Görüş Temiz,1
800,800,2019-03-08,16:20,4.0,19,1021,9.26,"10,00",2019,3,8,Bulut Tavanı ve Görüş Temiz,1
802,802,2019-03-08,20:20,3.0,15,1021,5.56,"10,00",2019,3,8,Bulut Tavanı ve Görüş Temiz,1
803,803,2019-03-08,22:20,4.0,15,1021,7.41,"10,00",2019,3,8,Bulut Tavanı ve Görüş Temiz,1
805,805,2019-03-09,02:20,7.0,12,1022,11.1,"10,00",2019,3,9,Bulut Tavanı ve Görüş Temiz,1
806,806,2019-03-09,04:20,9.0,11,1021,9.26,"10,00",2019,3,9,Bulut Tavanı ve Görüş Temiz,1
808,808,2019-03-09,08:20,9.0,11,1022,7.41,"6,00",2019,3,9,Önemli Bulut Yok,5
809,809,2019-03-09,10:20,8.0,14,1023,16.7,"10,00",2019,3,9,Bulut Tavanı ve Görüş Temiz,1
811,811,2019-03-09,14:20,10.0,15,1021,16.7,"10,00",2019,3,9,Bulut Tavanı ve Görüş Temiz,1
812,812,2019-03-09,16:20,10.0,17,1020,16.7,"10,00",2019,3,9,Bulut Tavanı ve Görüş Temiz,1
814,814,2019-03-09,20:20,9.0,13,1020,11.1,"10,00",2019,3,9,Bulut Tavanı ve Görüş Temiz,1
815,815,2019-03-09,22:20,10.0,12,1020,7.41,"10,00",2019,3,9,Bulut Tavanı ve Görüş Temiz,1
817,817,2019-03-10,02:20,10.0,11,1019,13.0,"10,00",2019,3,10,Bulut Tavanı ve Görüş Temiz,1
818,818,2019-03-10,04:20,10.0,11,1018,9.26,"10,00",2019,3,10,Bulut Tavanı ve Görüş Temiz,1
820,820,2019-03-10,08:20,10.0,12,1019,13.0,"10,00",2019,3,10,Bulut Tavanı ve Görüş Temiz,1
821,821,2019-03-10,10:20,9.0,13,1020,14.8,"10,00",2019,3,10,Bulut Tavanı ve Görüş Temiz,1
823,823,2019-03-10,14:20,10.0,14,1019,20.4,"10,00",2019,3,10,Bulut Tavanı ve Görüş Temiz,1
824,824,2019-03-10,16:20,10.0,15,1018,13.0,"10,00",2019,3,10,Bulut Tavanı ve Görüş Temiz,1
826,826,2019-03-10,20:20,8.0,13,1017,13.0,"10,00",2019,3,10,Bulut Tavanı ve Görüş Temiz,1
827,827,2019-03-10,22:20,9.0,13,1017,13.0,"10,00",2019,3,10,Bulut Tavanı ve Görüş Temiz,1
829,829,2019-03-11,02:20,8.0,13,1014,20.4,"10,00",2019,3,11,Bulut Tavanı ve Görüş Temiz,1
830,830,2019-03-11,04:20,8.0,12,1013,16.7,"10,00",2019,3,11,Bulut Tavanı ve Görüş Temiz,1
832,832,2019-03-11,08:20,8.0,13,1013,11.1,"10,00",2019,3,11,Bulut Tavanı ve Görüş Temiz,1
833,833,2019-03-11,10:20,8.0,15,1014,14.8,"10,00",2019,3,11,Bulut Tavanı ve Görüş Temiz,1
835,835,2019-03-11,14:20,8.0,18,1012,18.5,"10,00",2019,3,11,Bulut Tavanı ve Görüş Temiz,1
836,836,2019-03-11,16:20,6.0,20,1010,14.8,"10,00",2019,3,11,Bulut Tavanı ve Görüş Temiz,1
838,838,2019-03-11,20:20,7.0,14,1010,11.1,"10,00",2019,3,11,Bulut Tavanı ve Görüş Temiz,1
839,839,2019-03-11,22:20,6.0,14,1010,9.26,"10,00",2019,3,11,Bulut Tavanı ve Görüş Temiz,1
841,841,2019-03-12,02:20,9.0,14,1008,11.1,"10,00",2019,3,12,Bulut Tavanı ve Görüş Temiz,1
842,842,2019-03-12,04:20,9.0,13,1008,9.26,"10,00",2019,3,12,Bulut Tavanı ve Görüş Temiz,1
844,844,2019-03-12,08:20,8.0,14,1007,18.5,"10,00",2019,3,12,Çok bulutlu,2
845,845,2019-03-12,10:20,9.0,14,1008,9.26,"10,00",2019,3,12,Çok bulutlu,2
848,848,2019-03-12,16:20,6.0,8,1010,40.7,"7,00",2019,3,12,Çok bulutlu,2
